1,-1,224.0,118.0,45.9,168.2,1.000000
1,-1,111.0,536.0,74.7,267.1,1.000000
1,-1,709.0,-3.0,51.5,156.8,1.000000
1,-1,1039.0,133.0,77.4,180.4,1.000000
1,-1,797.0,146.0,60.2,179.9,1.000000
1,-1,1797.0,205.0,65.8,191.2,1.000000
1,-1,1636.0,252.0,65.9,205.4,1.000000
1,-1,418.0,97.0,52.6,161.3,1.000000
1,-1,370.0,406.0,77.8,242.6,1.000000
1,-1,631.0,762.0,104.1,252.3,1.000000
1,-1,1485.0,62.0,56.6,155.8,1.000000
1,-1,1360.0,562.0,99.5,255.7,1.000000
1,-1,1104.0,206.0,68.4,189.9,1.000000
1,-1,1725.0,459.0,82.6,210.2,1.000000
1,-1,287.0,133.0,51.6,156.5,0.999000
1,-1,331.0,88.0,49.0,173.7,0.999000
1,-1,265.0,89.0,57.8,179.6,0.999000
1,-1,354.0,103.0,57.3,182.0,0.999000
1,-1,1559.0,258.0,56.3,182.2,0.998000
1,-1,1199.0,34.0,63.0,111.0,0.998000
1,-1,498.0,137.0,62.4,170.7,0.998000
1,-1,256.0,377.0,64.2,211.9,0.998000
1,-1,1419.0,200.0,52.3,170.2,0.998000
1,-1,1446.0,248.0,54.4,172.1,0.998000
1,-1,485.0,36.0,51.1,157.6,0.998000
1,-1,218.0,395.0,71.8,202.3,0.997000
1,-1,459.0,83.0,56.7,168.1,0.997000
1,-1,544.0,57.0,38.2,166.4,0.996000
1,-1,1213.0,-18.0,66.3,150.1,0.994000
1,-1,880.0,128.0,52.7,173.9,0.994000
1,-1,915.0,124.0,54.7,160.6,0.990000
1,-1,532.0,145.0,70.7,181.0,0.984000
1,-1,549.0,-48.0,39.5,134.9,0.972000
1,-1,997.0,-46.0,46.4,130.9,0.933000
1,-1,1034.0,-38.0,53.0,118.9,0.919000
1,-1,240.0,83.0,49.0,180.4,0.730000
2,-1,702.0,-0.0,53.5,161.6,1.000000
2,-1,113.0,537.0,70.1,263.1,1.000000
