1,-1,1020.0,437.0,38.8,107.4,1.000000
1,-1,1255.0,449.0,38.9,96.8,1.000000
1,-1,1345.0,432.0,172.0,372.2,1.000000
1,-1,475.0,444.0,89.9,265.1,1.000000
1,-1,580.0,458.0,89.4,253.5,1.000000
1,-1,1054.0,478.0,38.1,113.2,1.000000
1,-1,837.0,471.0,50.4,78.3,1.000000
1,-1,1089.0,486.0,33.4,108.3,1.000000
1,-1,374.0,446.0,42.3,100.6,1.000000
1,-1,1099.0,437.0,43.2,110.5,1.000000
1,-1,729.0,485.0,33.8,71.7,0.999000
1,-1,548.0,462.0,36.3,93.4,0.999000
1,-1,1417.0,422.0,200.4,363.0,0.998000
1,-1,937.0,439.0,41.1,100.1,0.998000
1,-1,972.0,452.0,29.6,83.1,0.997000
1,-1,675.0,488.0,56.6,110.3,0.996000
1,-1,740.0,453.0,24.1,65.4,0.993000
1,-1,597.0,431.0,15.6,38.6,0.992000
1,-1,462.0,457.0,23.8,71.7,0.848000
1,-1,642.0,455.0,65.8,194.6,0.614000
1,-1,991.0,458.0,23.0,60.4,0.512000
2,-1,1430.0,412.0,168.0,352.5,1.000000
2,-1,583.0,447.0,94.0,258.1,1.000000
2,-1,1256.0,449.0,35.9,98.0,1.000000
2,-1,1021.0,433.0,36.8,108.0,1.000000
2,-1,475.0,443.0,82.1,263.5,1.000000
2,-1,1056.0,481.0,37.8,112.1,1.000000
2,-1,840.0,476.0,49.2,72.6,1.000000
2,-1,1333.0,418.0,176.7,367.0,1.000000
2,-1,1100.0,441.0,40.8,109.6,1.000000
2,-1,375.0,449.0,41.8,96.9,1.000000
2,-1,1088.0,485.0,35.3,113.1,0.999000
2,-1,979.0,459.0,24.0,61.1,0.999000
2,-1,937.0,440.0,41.5,102.9,0.999000
2,-1,728.0,484.0,38.4,77.5,0.999000
2,-1,547.0,456.0,33.1,96.6,0.998000
2,-1,681.0,487.0,45.2,102.4,0.996000
2,-1,599.0,425.0,18.2,40.0,0.975000
2,-1,811.0,477.0,35.0,62.3,0.793000
2,-1,974.0,457.0,34.9,90.3,0.786000
3,-1,674.0,492.0,58.6,106.0,1.000000
3,-1,587.0,444.0,74.7,249.1,1.000000
3,-1,477.0,448.0,81.4,255.0,1.000000
3,-1,1091.0,490.0,35.1,104.6,1.000000
3,-1,1254.0,453.0,35.8,96.0,1.000000
3,-1,1348.0,425.0,181.1,363.5,1.000000
3,-1,838.0,473.0,47.3,77.5,1.000000
3,-1,1056.0,482.0,37.6,112.5,1.000000
3,-1,1021.0,440.0,38.0,95.3,1.000000
3,-1,1100.0,441.0,40.2,108.2,1.000000
3,-1,374.0,449.0,41.7,102.1,1.000000
3,-1,981.0,457.0,26.8,66.3,0.999000
3,-1,1445.0,416.0,171.8,370.8,0.998000
3,-1,938.0,443.0,38.9,98.6,0.998000
3,-1,730.0,485.0,35.7,74.4,0.997000
3,-1,635.0,462.0,58.9,169.3,0.993000
3,-1,547.0,460.0,38.1,96.4,0.989000
3,-1,420.0,465.0,31.9,76.9,0.548000
3,-1,975.0,462.0,37.9,107.1,0.527000
4,-1,580.0,457.0,93.5,262.6,1.000000
4,-1,1358.0,422.0,162.3,381.7,1.000000
4,-1,1058.0,479.0,34.7,112.8,1.000000
4,-1,1255.0,450.0,37.6,102.0,1.000000
4,-1,1087.0,486.0,36.6,112.9,1.000000
4,-1,1100.0,443.0,40.2,109.2,1.000000
4,-1,375.0,450.0,41.8,100.2,1.000000
4,-1,1017.0,436.0,44.0,107.9,1.000000
4,-1,836.0,471.0,52.2,74.4,1.000000
4,-1,471.0,443.0,87.6,274.2,0.999000
4,-1,598.0,428.0,17.9,41.1,0.999000
4,-1,673.0,482.0,59.6,120.4,0.999000
4,-1,733.0,488.0,31.7,67.3,0.998000
4,-1,937.0,440.0,40.1,101.8,0.998000
4,-1,1439.0,429.0,165.3,354.5,0.998000
4,-1,550.0,458.0,37.3,102.6,0.996000
4,-1,980.0,457.0,24.2,68.7,0.996000
4,-1,740.0,454.0,24.5,65.9,0.993000
4,-1,648.0,463.0,58.3,180.6,0.842000
4,-1,589.0,433.0,18.4,42.4,0.582000
4,-1,417.0,462.0,32.9,85.2,0.452000
5,-1,581.0,459.0,92.3,260.9,1.000000
5,-1,1058.0,480.0,35.8,114.4,1.000000
5,-1,469.0,463.0,83.5,254.6,1.000000
5,-1,1364.0,407.0,183.0,402.6,1.000000
5,-1,1259.0,450.0,36.0,102.1,1.000000
5,-1,1100.0,442.0,40.9,109.5,1.000000
5,-1,375.0,450.0,41.9,100.2,1.000000
5,-1,1016.0,439.0,43.8,104.8,1.000000
5,-1,835.0,469.0,52.0,77.1,1.000000
5,-1,978.0,454.0,28.9,75.1,0.999000
5,-1,733.0,487.0,32.4,69.0,0.999000
5,-1,938.0,439.0,39.6,103.9,0.998000
5,-1,682.0,490.0,50.8,107.3,0.998000
5,-1,542.0,453.0,42.4,107.2,0.997000
5,-1,596.0,428.0,19.9,44.2,0.997000
5,-1,1090.0,486.0,32.7,111.8,0.997000
5,-1,647.0,464.0,57.3,176.3,0.918000
5,-1,419.0,463.0,31.7,81.0,0.514000
6,-1,1059.0,481.0,35.3,115.9,1.000000
6,-1,584.0,455.0,80.9,248.8,1.000000
6,-1,677.0,489.0,55.6,106.5,1.000000
6,-1,1374.0,413.0,154.4,399.2,1.000000
6,-1,1023.0,434.0,34.3,109.1,1.000000
6,-1,1086.0,485.0,37.9,114.5,1.000000
6,-1,375.0,448.0,42.3,99.8,1.000000
6,-1,838.0,473.0,49.4,71.9,1.000000
6,-1,1258.0,450.0,35.0,101.6,1.000000
6,-1,1100.0,442.0,38.7,104.2,1.000000
6,-1,483.0,454.0,84.7,242.8,0.999000
6,-1,732.0,487.0,33.0,70.4,0.999000
6,-1,1448.0,416.0,169.5,353.7,0.999000
6,-1,596.0,424.0,20.6,47.0,0.996000
6,-1,933.0,436.0,41.8,114.4,0.994000
6,-1,983.0,456.0,25.9,66.3,0.993000
6,-1,635.0,456.0,69.0,190.9,0.992000
6,-1,551.0,460.0,38.7,99.2,0.961000
6,-1,446.0,457.0,75.6,245.9,0.745000
6,-1,418.0,464.0,32.5,78.6,0.449000
6,-1,739.0,471.0,39.4,98.1,0.408000
7,-1,1388.0,407.0,159.0,386.1,1.000000
7,-1,576.0,431.0,78.3,269.5,1.000000
7,-1,679.0,490.0,51.1,108.7,1.000000
7,-1,1258.0,448.0,36.9,104.1,1.000000
7,-1,1088.0,487.0,34.5,107.5,1.000000
7,-1,1015.0,442.0,41.2,96.1,1.000000
7,-1,375.0,450.0,42.6,97.3,1.000000
7,-1,834.0,470.0,56.1,79.6,1.000000
7,-1,1101.0,445.0,39.0,101.4,1.000000
7,-1,1054.0,482.0,41.0,113.6,0.999000
7,-1,983.0,458.0,23.0,59.4,0.999000
7,-1,470.0,454.0,77.9,248.9,0.999000
7,-1,1465.0,433.0,173.3,333.4,0.999000
7,-1,547.0,456.0,37.1,97.7,0.998000
7,-1,635.0,451.0,65.9,187.2,0.998000
7,-1,734.0,485.0,30.4,68.7,0.996000
7,-1,935.0,440.0,36.8,100.0,0.996000
7,-1,413.0,452.0,33.9,96.6,0.835000
7,-1,931.0,427.0,52.3,143.6,0.426000
8,-1,581.0,443.0,91.1,261.5,1.000000
8,-1,1485.0,426.0,142.9,352.0,1.000000
8,-1,1378.0,439.0,48.5,137.6,1.000000
8,-1,374.0,450.0,41.7,99.1,1.000000
8,-1,1014.0,441.0,40.6,101.6,1.000000
8,-1,1091.0,486.0,35.3,111.5,1.000000
8,-1,1256.0,451.0,36.1,98.1,1.000000
8,-1,1381.0,420.0,160.9,360.2,1.000000
8,-1,681.0,498.0,49.8,96.8,1.000000
8,-1,838.0,474.0,51.6,72.4,1.000000
8,-1,1103.0,445.0,38.4,101.5,1.000000
8,-1,1056.0,482.0,35.0,109.7,0.999000
8,-1,474.0,444.0,94.5,270.8,0.999000
8,-1,731.0,492.0,36.2,64.3,0.999000
8,-1,986.0,455.0,23.1,66.6,0.998000
8,-1,935.0,435.0,36.9,107.9,0.998000
8,-1,643.0,451.0,61.9,194.5,0.985000
8,-1,417.0,457.0,33.3,88.2,0.835000
